,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct First Attempt,Correct Step Duration (sec),Error Step Duration (sec),Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
966,964377,JU5Ms0pxvu,"Unit ES_03, Section ES_03-8",LIT11A,2,2-n-2 = t-2,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",13
967,964543,JU5Ms0pxvu,"Unit CTA1_08, Section CTA1_08-3",REAL10,1,R1C2,,,,,,1,,,,,,,
968,964831,JU5Ms0pxvu,"Unit ES_04, Section ES_04-13",LIT37,1,#NAME?,,,,,,1,,,,,,,
969,965296,MCA1W52H2T,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,1,R6C2,,,,,,0,,,,,,Entering a given,64
970,965470,MCA1W52H2T,"Unit ES_03, Section ES_03-6",EG53A,1,-21.6-38 = 38.8y-y+38-38,,,,,,0,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",7
971,965760,MCA1W52H2T,"Unit CTA1_08, Section CTA1_08-3",L5FB02,1,YLabel,,,,,,0,,,,,,Labelling the axes,69
972,966118,MCA1W52H2T,"Unit ES_04, Section ES_04-16",LIT55,1,(y-3)+m*7 = m*x-m*7+m*7,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",42
973,966264,MCA1W52H2T,"Unit CTA1_10, Section CTA1_10-3",DISTFB05_SP,1,R3C1,,,,,,1,,,,,,Define Variable,47
974,967987,t3dx1x27e1,"Unit CTA1_06, Section CTA1_06-3",BH1T43,1,R3C1,,,,,,1,,,,,,Define Variable,19
975,968281,Uv4cSe2ijd,"Unit ES_02, Section ES_02-8",EG41,1,row3-N-x,,,,,,1,,,,,,,
976,968465,Uv4cSe2ijd,"Unit CTA1_13, Section CTA1_13-1",PROP12,2,R6C2,,,,,,0,,,,,,"Find Y, Simple~~Using small numbers~~Using difficult numbers",2~~14~~14
977,968785,Uv4cSe2ijd,"Unit CTA1_06, Section CTA1_06-3",4-Feb,1,R4C1,,,,,,0,,,,,,"Using small numbers~~Find X, positive slope~~Using difficult numbers",57~~15~~45
978,969444,Uv4cSe2ijd,"Unit ES_03, Section ES_03-8",LIT18A,1,row2u,,,,,,0,,,,,,,
979,969472,Uv4cSe2ijd,"Unit CTA1_08, Section CTA1_08-2",L1FB13,1,R3C1,,,,,,0,,,,,,Define Variable,32
980,973120,YtB3X13RXe,"Unit CTA1_06, Section CTA1_06-4",9-Jan,2,yMax,,,,,,1,,,,,,Changing axis bounds,55
981,973429,YtB3X13RXe,"Unit ES_03, Section ES_03-8",LIT10A,1,g = -1(0-b),,,,,,1,,,,,,,
982,973460,YtB3X13RXe,"Unit CTA1_08, Section CTA1_08-2",REAL30,1,yMax,,,,,,1,,,,,,Changing axis bounds,70
983,979310,i0FfLG15di,"Unit CTA1_06, Section CTA1_06-4",BH1T52,1,R4C1,,,,,,0,,,,,,"Using simple numbers~~Using small numbers~~Find X, negative slope",15~~14~~3
984,979650,i0FfLG15di,"Unit ES_03, Section ES_03-7",LIT7,1,g = u/(-b),,,,,,0,,,,,,,
985,979858,i0FfLG15di,"Unit CTA1_08, Section CTA1_08-3",13-Nov,1,XLabel,,,,,,0,,,,,,Labelling the axes,58
986,979970,i0FfLG15di,"Unit ES_04, Section ES_04-6",EG55,2,-7.9(y+1.8) = 0,,,,,,0,,,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]",14
987,980216,merKN5i5Of,"Unit ES_02, Section ES_02-10",EG44,3,row3-N-constant factors,,,,,,1,,,,,,,
988,981918,st945Ucdi6,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,XLabel,,,,,,1,,,,,,Labelling the axes,16
989,982186,st945Ucdi6,"Unit ES_03, Section ES_03-7",LIT10,1,#NAME?,,,,,,1,,,,,,"[SkillRule: Consolidate vars, no coeff; CLT]",31
990,982475,st945Ucdi6,"Unit CTA1_08, Section CTA1_08-3",REAL10,1,R3C1,,,,,,1,,,,,,Define Variable,25
991,982743,st945Ucdi6,"Unit ES_04, Section ES_04-12",EG58A,1,constant factors2R1,,,,,,1,,,,,,,
992,985745,694Y3fju01,"Unit ES_04, Section ES_04-16",LIT59A,1,c+s*y+s*z-(c+s*y) = w-t-(c+s*y),,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",1
993,986046,694Y3fju01,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R5C1,,,,,,1,,,,,,Entering a given,63
994,986243,694Y3fju01,"Unit ES_07, Section ES_07-4",LIT65A,1,k*(-m-s)/(-m-s) = (n*t-h*q)/(-m-s),,,,,,0,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],11
995,986639,694Y3fju01,"Unit CTA1_12, Section CTA1_12-6",SYSFB03,1,R2C1,,,,,,0,,,,,,Identifying units,58
996,986765,694Y3fju01,"Unit ES_05, Section ES_05-8",EG61,1,-9.64+(-1.06y) = 7.4,,,,,,0,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: ax+b=c, negative; ax+b=c, negative]",106~~25
997,987187,694Y3fju01,"Unit CTA1_14, Section CTA1_14-4",IPCTURDUCKEN,1,25-(4/10)*D = 0,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",159
998,987653,694Y3fju01,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",YGT5X+12,1,XCoordinate1_2,,,,,,1,,,,,,"Positive Constants, SIF",14
999,987834,694Y3fju01,"Unit CTA1_15, Section CTA1_15-2",SYSFB14,1,R1C2,,,,,,0,,,,,,,
1000,998854,QUcO70Q91P,"Unit ES_03, Section ES_03-7",LIT1,1,s+r = t,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]~~[SkillRule: Isolate positive; x+a=b, positive]",17~~3
1001,999034,QUcO70Q91P,"Unit CTA1_08, Section CTA1_08-2",9-Feb,1,Formula 1 Coeff 0,,,,,,1,,,,,,Setting the y-intercept,11
1002,999608,QUcO70Q91P,"Unit ES_04, Section ES_04-16",LIT57A,1,n+3-3 = (b-c)/j-3,,,,,,0,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",48
1003,999780,QUcO70Q91P,"Unit CTA1_10, Section CTA1_10-3",DISTFB04_SP,1,160 = 1.25X,,,,,,1,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",47~~110
1004,999953,QUcO70Q91P,"Unit ES_07, Section ES_07-1",LIT52,1,(g*r+5n)/(y+r) = f*(y+r)/(y+r),,,,,,1,,,,,,,
1005,1003198,zUlk9c7UEv,"Unit CTA1_06, Section CTA1_06-4",L6FB07,2,6.44T+325 = 2500,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",18
1006,1003712,zUlk9c7UEv,"Unit ES_03, Section ES_03-7",LIT4,1,a*h/a = w/a,,,,,,1,,,,,,,
1007,1003937,zUlk9c7UEv,"Unit CTA1_08, Section CTA1_08-3",13-Nov,1,XLabel,,,,,,0,,,,,,Labelling the axes,68
1008,1004265,zUlk9c7UEv,"Unit ES_04, Section ES_04-13",LIT46,1,3/n*n = -5h*n,,,,,,1,,,,,,,
1009,1004444,zUlk9c7UEv,"Unit CTA1_10, Section CTA1_10-2",DIST09_SP,1,R5C1,,,,,,1,,,,,,"Using simple numbers~~Using large numbers~~Find X, positive slope",55~~31~~35
1010,1004550,pXs7s2k8Jv,"Unit ES_02, Section ES_02-6",EG40,6,row2constant factors,,,,,,1,,,,,,,
1011,1004817,1k3GIfwBw6,"Unit ES_04, Section ES_04-14",LIT30A,1,INNERn1,,,,,,0,,,,,,,
1012,1005225,1k3GIfwBw6,"Unit CTA1_10, Section CTA1_10-6",DISTFB12_SP,1,R4C1,,,,,,1,,,,,,Entering a given,71
1013,1005457,1k3GIfwBw6,"Unit ES_07, Section ES_07-4",LIT63A,2,n*t-h*r+h*r = c*j+z*n+h*r,,,,,,0,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",49
1014,1005501,1k3GIfwBw6,"Unit CTA1_12, Section CTA1_12-1",LDEMO_SYS,1,R4C1,,,,,,1,,,,,,Entering a given,73
1015,1005662,1k3GIfwBw6,"Unit ES_05, Section ES_05-9",EG62A,3,1016.09y = -8267.12,,,,,,1,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",64~~163
1016,1005775,1k3GIfwBw6,"Unit CTA1_14, Section CTA1_14-2",1PTFB11,1,"-5M = -1,260",,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",181~~30
1017,1006822,7tV3w3qB6t,"Unit CTA1_06, Section CTA1_06-3",FOR05,1,yMax,,,,,,0,,,,,,Changing axis bounds,41
1018,1008076,F9WJ1RKM4L,"Unit CTA1_08, Section CTA1_08-3",4-Dec,1,yMax,,,,,,1,,,,,,Changing axis bounds,6
1019,1008454,F9WJ1RKM4L,"Unit ES_04, Section ES_04-16",LIT58A,1,7+z*(c+q)-7 = s+g-7,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",32
1020,1008550,F9WJ1RKM4L,"Unit CTA1_10, Section CTA1_10-2",DIST03_SP,1,R2C2,,,,,,1,,,,,,Identifying units,17
1021,1008702,hgivhSMgnH,"Unit CTA1_06, Section CTA1_06-4",L6FB07,1,6.44T+325 = 2500,,,,,,0,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",5
1022,1008903,i5Y9A05Ph8,"Unit ES_03, Section ES_03-8",LIT2A,1,c1R1,,,,,,0,,,,,,,
1023,1009082,i5Y9A05Ph8,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,R3C1,,,,,,0,,,,,,Define Variable,11
1024,1009434,i5Y9A05Ph8,"Unit ES_04, Section ES_04-13",LIT28,1,h/b+2 = z,,,,,,0,,,,,,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]",2
1025,1009799,i5Y9A05Ph8,"Unit CTA1_10, Section CTA1_10-3",DISTFB06_SP,1,0.3D = 232500,,,,,,0,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",44~~122
1026,1010117,i5Y9A05Ph8,"Unit ES_07, Section ES_07-4",LIT66A,1,-x*z+x*s = t*n+c*h,,,,,,0,,,,,,[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}],23
1027,1010204,i5Y9A05Ph8,"Unit ES_05, Section ES_05-4",EG59A,1,-68/-114 = -114y/-114,,,,,,1,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],69
1028,1015269,rE6U5574qn,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,1,R4C1,,,,,,1,,,,,,Entering a given,11
1029,1015518,rE6U5574qn,"Unit ES_03, Section ES_03-8",LIT10A,1,constant terms1R1,,,,,,1,,,,,,,
1030,1015785,rE6U5574qn,"Unit CTA1_08, Section CTA1_08-3",12-Jan,1,Intercept Field 1,,,,,,1,,,,,,Entering the y-intercept,18
1031,1015993,rE6U5574qn,"Unit ES_04, Section ES_04-14",LIT27A,1,6r/6 = (90-g)/6,,,,,,0,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],33
1032,1016258,rE6U5574qn,"Unit CTA1_10, Section CTA1_10-5",DISTFB08_SP,1,R3C2,,,,,,1,,,,,,"Using simple numbers~~Write expression, positive slope~~Using large numbers",35~~31~~22
1033,1016388,rE6U5574qn,"Unit ES_07, Section ES_07-4",LIT66A,1,-x*z-c*h+x*s+c*h = t*n+c*h,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",49
1034,1016464,rE6U5574qn,"Unit CTA1_12, Section CTA1_12-1",LDEMO_SYS,1,xMax,,,,,,0,,,,,,Changing axis bounds,48
1035,1016580,rE6U5574qn,"Unit ES_05, Section ES_05-9",EG62A,1,9033.71-489.11y = -93.36y-3033.95,,,,,,1,,,,,,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]",25
1036,1016597,Rl6LafSUXj,"Unit ES_02, Section ES_02-10",EG44,1,row2x,,,,,,1,,,,,,,
1037,1016712,Rl6LafSUXj,"Unit CTA1_13, Section CTA1_13-1",PROP13,1,R2C1,,,,,,1,,,,,,Identifying units,5
1038,1017329,Rl6LafSUXj,"Unit CTA1_06, Section CTA1_06-5",FBSMR1,1,R2C1,,,,,,0,,,,,,Identifying units,46
1039,1017521,Rl6LafSUXj,"Unit ES_03, Section ES_03-5",EG51,1,0.1y = 8.4,,,,,,1,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",38~~63
1040,1020097,2kb387yOiG,"Unit ES_02, Section ES_02-10",EG44,6,row1-N-constant factors,,,,,,1,,,,,,,
1041,1020163,2kb387yOiG,"Unit CTA1_13, Section CTA1_13-1",PROP12,1,R5C1,,,,,,0,,,,,,Entering a given,22
1042,1020764,2kb387yOiG,"Unit CTA1_06, Section CTA1_06-4",L6FB19,1,R4C1,,,,,,1,,,,,,Entering a given,114
1043,1021253,2kb387yOiG,"Unit ES_03, Section ES_03-6",EG52,1,17.3/9.1 = 9.1x/9.1,,,,,,1,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],29
1044,1021667,2kb387yOiG,"Unit CTA1_08, Section CTA1_08-3",12-Jan,1,Intercept Field 1,,,,,,1,,,,,,Entering the y-intercept,4
1045,1022713,2kb387yOiG,"Unit ES_04, Section ES_04-16",LIT58A,1,row1-N-z,,,,,,1,,,,,,,
1046,1022813,2kb387yOiG,"Unit CTA1_10, Section CTA1_10-2",REAL18_SP,1,R5C1,,,,,,0,,,,,,Entering a given,145
1047,1029094,jdT9cZAxyb,"Unit ES_05, Section ES_05-12",LIT39,1,y = m*x+b,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",39
1048,1029531,jdT9cZAxyb,"Unit CTA1_14, Section CTA1_14-4",2PTFB14,1,R1C1,,,,,,1,,,,,,,
1049,1029896,jdT9cZAxyb,"Unit LINEAR-INEQUALITY-GRAPHING, Section LINEAR-INEQUALITY-GRAPHING-2",P-3X-YLT6,1,XCoordinate1_1,,,,,,1,,,,,,"Negative Constant, GLF",24
1050,1030273,jdT9cZAxyb,"Unit CTA1_15, Section CTA1_15-3",SYS06,1,xScale,,,,,,1,,,,,,Changing axis intervals,13
1051,1032713,uz40H610bF,"Unit ES_03, Section ES_03-8",LIT5A,2,n/r*r = y*r,,,,,,1,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],1
1052,1032935,uz40H610bF,"Unit CTA1_08, Section CTA1_08-3",PERCENT12,1,yMin,,,,,,0,,,,,,Changing axis bounds,25
1053,1033537,uz40H610bF,"Unit ES_04, Section ES_04-14",LIT37A,1,z/(-u) = -u*y/(-u),,,,,,0,,,,,,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],40
1054,1033793,uz40H610bF,"Unit CTA1_10, Section CTA1_10-4",FOR08_SP,1,R1C1,,,,,,0,,,,,,,
1055,1034190,uz40H610bF,"Unit ES_07, Section ES_07-5",LIT73,1,d = r*t,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",138
1056,1036885,wz0V4oY4Z2,"Unit CTA1_06, Section CTA1_06-5",FBSMR3,2,0.99-0.05P = 0.44,,,,,,1,,,,,,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]",36
1057,1037261,wz0V4oY4Z2,"Unit ES_03, Section ES_03-8",LIT11A,1,n1R1,,,,,,1,,,,,,,
1058,1038209,Y5XkapASsg,"Unit CTA1_06, Section CTA1_06-4",BH1T48,1,-4050000S = -500000000,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",17~~2
1059,1038573,Y5XkapASsg,"Unit ES_03, Section ES_03-6",EG51A,1,-12.4y+13.2-13.2 = -16-13.2,,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",7
1060,1038675,YoXjDl010q,"Unit CTA1_02, Section CTA1_02-4",BH1T29B,1,R2C2,,,,,,0,,,,,,Identifying units,4
1061,1041774,a43DzeQWut,"Unit CTA1_06, Section CTA1_06-5",FBSMR2,1,YUnit,,,,,,1,,,,,,,
1062,1041905,a43DzeQWut,"Unit ES_03, Section ES_03-6",EG51,1,-0.9y = 1.1,,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]",24~~14
1063,1042153,a43DzeQWut,"Unit CTA1_08, Section CTA1_08-2",2-Feb,1,YUnit,,,,,,0,,,,,,,
1064,1042485,a43DzeQWut,"Unit ES_04, Section ES_04-10",EG57,2,-72-(-2) = -4x-2-(-2),,,,,,1,,,,,,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]",41
1065,1042738,a43DzeQWut,"Unit CTA1_10, Section CTA1_10-2",DIST09_SP,1,T*12000 = 60000,,,,,,0,,,,,,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",36~~121
1066,1048393,Un24RpQEWg,"Unit ES_04, Section ES_04-15",LIT55,1,(y-3) = m*(x-7),,,,,,1,,,,,,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]~~[SkillRule: Eliminate Parens; {[var expr]/[const expr] = [const expr], multiply; [var expr]*[const expr] = [const expr], divide}]",35~~3
1067,1048689,Un24RpQEWg,"Unit CTA1_10, Section CTA1_10-5",DIST04_SP,1,(56+X)/4 = 64,,,,,,1,,,,,,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]~~[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]",48~~46
1068,1048872,Un24RpQEWg,"Unit ES_07, Section ES_07-6",LIT77A,1,zR2,,,,,,1,,,,,,,
1069,1049003,Un24RpQEWg,"Unit CTA1_12, Section CTA1_12-2",SYS04,1,R1C2,,,,,,0,,,,,,,
1070,1049684,3Whv9UbPsR,"Unit EXPT-QUOTIENT-SIMP-A_ES, Section EXPT-QUOTIENT-SIMPLIFYING-A_ES-3",EG-EQS01,5,(3(x^2)(y^3))/(2(x^5)(y^4)),,,,,,1,,,,,,,
1071,1049691,3Whv9UbPsR,"Unit CTA1_20, Section CTA1_20-1",2PTS03,1,R1C2,,,,,,1,,,,,,,
1072,1049743,3Whv9UbPsR,"Unit CTA1_24, Section CTA1_24-1",PERCENT07,1,R4C1,,,,,,1,,,,,,Entering a given,17
